"","min_2","max_other","macro_score","micro_T8","micro_T4","micro_Myeloid"
"GPC2",0.0298491027732463,0.47,-0.440150897226754,0.05,0.46,0.04
"STAG3",0.31290986949429,2.85525944036946,-2.54234957087517,0.94,1.52,0.91
"GATS",0.0527202283849918,0.38,-0.327279771615008,0.22,0.71,0.09
"PVRIG",0,0.214754142895952,-0.214754142895952,0.59,0.59,0
"SPDYE3",0.00448613376835237,0.176639500135833,-0.17215336636748,0.11,0.07,0.02
"PILRB",1.11077691680261,3.97,-2.85922308319739,0.89,0.74,2.03
"PILRA",0.175040970173714,0.467962510187449,-0.292921540013736,0.23,0.45,4.14
"ZCWPW1",0.471274469820555,0.931806574300462,-0.460532104479907,0.48,0.75,0.72
"MEPCE",1.15365619902121,1.99,-0.836343800978792,0.69,1.02,1.28
"PPP1R35",0.643270799347472,1.24,-0.596729200652528,0.38,0.65,0.94
"C7orf61",0.044910277324633,0.3,-0.255089722675367,0.22,0.16,0.1
"TSC22D4",2.12601957585644,4.43,-2.30398042414356,0.12,0.86,3.22
"NYAP1",0,0.02,-0.02,0,0,0
"AGFG2",0.159796084828711,2.12,-1.96020391517129,0.74,1.54,0.59
"SAP25",0.508179037520392,0.77,-0.261820962479609,0.28,1,1.47
"LRCH4",1.8902222675367,3.36,-1.4697777324633,0.25,0.55,2.51
"FBXO24",0.0120717781402936,0.12,-0.107928221859706,0.12,0.08,0.04
"PCOLCE",0.51625095597072,6.51,-5.99374904402928,0.2,0.68,0.79
"MOSPD3",1.81903752039152,2.78,-0.960962479608483,0.51,1.14,0.94
"TFR2",0.0425856443719413,0.24,-0.197414355628059,0.28,0.3,0.07
"ACTL6B",0,0,0,0,0,0
"GNB2",3.39337867365891,3.83,-0.43662132634109,0.69,3.45,2.07
"GIGYF1",0.932738580750408,2.37,-1.43726141924959,0.21,1.87,1.61
"POP7",2.17871737357259,2.84,-0.661282626427406,0.54,1.23,3.73
"EPO",0.00281219272369715,0.187522412387938,-0.184710219664241,0,0.04,0.01
"ZAN",0,0,0,0,0,0
"EPHB4",0.131266313213703,3.33,-3.1987336867863,0.2,0.39,0.25
"SLC12A9",1.15065660685155,1.60462102689487,-0.453964420043316,0.29,0.41,2.36
"TRIP6",0.885254015077024,3.31,-2.42474598492298,0.6,0.31,2.1
"SRRT",1.28902324632953,2.03,-0.740976753670473,0.55,0.58,1.5
"UFSP1",0.145189641109299,0.3,-0.154810358890701,0.16,0.6,0.67
"ACHE",0.0899743253578062,0.54,-0.450025674642194,0.29,0.2,2.67
"MUC3A",0.0488757784333006,0.17,-0.121124221566699,0.16,0.13,0.23
"MUC12",0.20593189233279,1.02,-0.81406810766721,0.36,0.4,0.72
"TRIM56",1.79203507340946,3.93,-2.13796492659054,0.4,0.57,2.18
"SERPINE1",0.179188244291489,4.9,-4.72081175570851,0.33,0.19,1.52
"AP1S1",2.51235332677811,3.05,-0.537646673221894,1.01,2.91,0.74
"VGF",0.0178874388254486,0.15,-0.132112561174551,0.17,0.13,0.02
"NAT16",0,0,0,0,0,0.01
"MOGAT3",0,0,0,0.14,0,0
"PLOD3",1.31478094613788,2.87,-1.55521905386212,0.0900000000000001,0.44,2.49
"ZNHIT1",4.15265541352562,4.78,-0.627344586474381,0.2,1.66,2.39
"CLDN15",0.279396411092985,2.4,-2.12060358890701,0.41,1.2,0.54
"FIS1",4.13081566068515,5.16,-1.02918433931485,0.33,0.66,2.38
"IFT22",0.902010603588907,2.17,-1.26798939641109,0.27,1.36,1.13
"COL26A1",0.00448486834917513,0,0.00448486834917513,0.02,0,0.2
"MYL10",0,0,0,0,0,0
"CUX1",0.849367420517863,2.49,-1.64063257948214,0.89,1.33,2.23
"SH2B2",0.00535343603190211,0.00657973376799783,-0.00122629773609572,0.1,0,0.03
"PRKRIP1",1.57529975530179,1.9565634338495,-0.381263678547703,0.32,0.57,2.03
"ORAI2",1.3454588091354,3.95034501494159,-2.60488620580619,0.33,1.72,2.41
"ALKBH4",1.31398042414356,1.86,-0.546019575856443,0.25,0.98,1.98
"LRWD1",0.552161500815661,1.90042108122793,-1.34825958041227,0.46,1.55,1.06
"POLR2J",3.75472471451876,4.12,-0.36527528548124,0.149999999999999,0.3,1.94
"RASA4B",0,0.07,-0.07,0.02,0.06,0
"POLR2J3",0.980870717781403,2.61,-1.6291292822186,0.4,0.61,1.74
"RP11-514P8.7",0,0,0,0,0,0
"RASA4",0.0434176182707993,0.15,-0.106582381729201,0.1,0.21,0.08
"UPK3BL",0.096884176182708,0.32,-0.223115823817292,0.11,0.35,0.13
"POLR2J2",0.0836317292006525,0.158761206193969,-0.0751294769933165,0.27,0.86,0.25
"FAM185A",0.24239396411093,0.57,-0.32760603588907,0.34,1.01,0.57
"FBXL13",0.0059257748776509,0.51,-0.504074225122349,0.06,0.15,0.01
"LRRC17",0.0160420065252855,2.36,-2.34395799347471,0.01,0.28,0.09
"NFE4",0.0104719764011799,0.03,-0.0195280235988201,0,0.27,0.12
"ARMC10",0.945934666229651,1.05,-0.104065333770349,0.3,0.55,1.55
"NAPEPLD",0.449500407830343,1.16,-0.710499592169657,0.24,0.96,0.58
"PMPCB",2.03797920065253,3.21,-1.17202079934747,0.3,2.28,2.66
"DNAJC2",1.81670269168026,2.87,-1.05329730831974,0.38,0.43,2.44
"PSMC2",3.18895799347471,3.24,-0.0510420065252859,0.57,1.06,1.02
"SLC26A5",0,0.0237326813365933,-0.0237326813365933,0.17,0.44,0
"RELN",0,1.13,-1.13,0,0,0
"ORC5",0.573299347471452,1.45,-0.876700652528548,0.45,1.56,0.75
"LHFPL3",0,0,0,0,0,0
"KMT2E",2.85386827079935,4.61,-1.75613172920065,0.42,0.43,3.42
"SRPK2",1.84530587275693,4.06,-2.21469412724307,0.31,2.51,3.2
"PUS7",0.317883360522023,1,-0.682116639477977,0.21,0.54,0.51
"RINT1",0.502320554649266,1.17,-0.667679445350734,0.23,1.28,0.7
"EFCAB10",0.0120717781402936,0.0729828850855746,-0.0609111069452809,0.02,0.23,0.04
"ATXN7L1",0.679794045676998,0.89,-0.210205954323002,0.64,1.68,0.98
"CDHR3",0.0201019575856444,0.39,-0.369898042414356,0.09,1.11,0.03
"SYPL1",2.80619578280345,4.49,-1.68380421719655,1.03,0.53,4.24
"NAMPT",2.27391019337922,3.99,-1.71608980662078,0.43,1.9,4.46
"CCDC71L",0.465331039003605,2.33,-1.86466896099639,0.51,0.73,1
"PIK3CG",0.562434747145188,1.5,-0.937565252854812,0.26,1.07,2.11
"PRKAR2B",0.0820463236097454,0.92,-0.837953676390255,0.13,0.27,1.9
"HBP1",2.19316068515498,3.06,-0.866839314845024,0.21,1.3,2.92
"COG5",0.8208544045677,1.38,-0.5591455954323,0.39,1.5,1.1
"GPR22",0,0,0,0.04,0,0
"DUS4L",0.404955138662316,1.12,-0.715044861337684,0.46,1.15,0.63
"BCAP29",2.18719600131105,4.01,-1.82280399868895,0.62,0.66,1.59
"SLC26A4",0.0187724306688418,0.29,-0.271227569331158,0.06,0.17,0.05
"CBLL1",0.835273246329527,2,-1.16472675367047,0.5,1.82,1.17
"DLD",2.29387846655791,2.46,-0.166121533442088,0.41,1.06,1.55
"LAMB1",0.221570146818923,4.1,-3.87842985318108,0.6,0.45,0.29
"LAMB4",0,0.41,-0.41,0,0,0.01
"NRCAM",0.0472943297279581,0.65,-0.602705670272042,0.14,0.16,0.62
"PNPLA8",2.0456015497553,2.66638413474599,-0.620782584990691,0.45,2.52,2.27
"THAP5",0.991541598694943,1.71,-0.718458401305057,0.41,0.98,1.41
"DNAJB9",2.40688009787928,4.1806058136376,-1.77372571575832,0.64,1.14,4
"IMMP2L",0.55544453507341,1.68,-1.12455546492659,0.39,1.74,1.41
"LRRN3",0.0368270799347471,0.45,-0.413172920065253,0.99,0.46,0.1
"DOCK4",0.073799300775702,2.59,-2.5162006992243,0.26,0.16,1.97
"ZNF277",1.76632544861338,2.07,-0.303674551386623,0.52,2.22,0.69
"IFRD1",2.70458401305057,3.86,-1.15541598694943,0.23,1.41,1.78
"LSMEM1",0.0920687206380422,0.26,-0.167931279361958,0.1,0.18,0.17
"TMEM168",0.56223898858075,1.81,-1.24776101141925,0.32,2.13,0.98
"GPR85",0.0926401179941003,0.63,-0.5373598820059,0.28,0.3,0.59
"LINC00998",2.86934229214465,3.56,-0.690657707855348,0.48,0.86,4.07
"FOXP2",0.0533747960848287,0.46,-0.406625203915171,0.15,0.16,0.33
"MDFIC",1.28374388254486,1.44,-0.156256117455139,0.24,1.66,1.65
"TFEC",0.0857620452310718,0.923422982885086,-0.837660937654014,0.11,0.4,3.47
"TES",1.98536704730832,3.44,-1.45463295269168,0.58,1.25,3.18
"CAV2",0.349944942903752,5.11,-4.76005505709625,0.65,0.94,0.57
"CAV1",0.24172308319739,6.58,-6.33827691680261,0.38,0.88,1.05
"MET",0.480115262755381,2.53,-2.04988473724462,0.76,0.55,0.69
"CAPZA2",3.72010324483776,5.08,-1.35989675516224,0.67,0.5,1.87
"ST7",0.373546378236644,0.89,-0.516453621763356,0.27,0.49,2
"WNT2",0.0105675734731782,2.55,-2.53943242652682,0.01,0.05,0.03
"ASZ1",0,0.03,-0.03,0,0,0
"CFTR",0,0,0,0.07,0,0
"CTTNBP2",0,0.52,-0.52,0,0,2.12
"LSM8",3.48655179445351,4.51,-1.02344820554649,0.46,0.68,2.14
"ANKRD7",0,0.2,-0.2,0.03,0.08,0
"KCND2",0,0.64,-0.64,0.03,0,0
"TSPAN12",0.0979934747145188,3.24,-3.14200652528548,0.72,0.17,0.32
"ING3",1.25179037520392,1.87,-0.618209624796085,0.73,2.03,1.42
"CPED1",0.00499508357915438,1.42,-1.41500491642085,0,0.03,0.92
"WNT16",0,0.312181472425971,-0.312181472425971,0.02,0.04,0
"FAM3C",1.51413743882545,2.75737299646835,-1.2432355576429,1.71,1.82,1.74
"PTPRZ1",0.0115393859936633,0.0230290681879924,-0.0114896821943291,0.04,0.06,0.18
"AASS",0.100764681892333,1.67,-1.56923531810767,0.13,2.13,0.39
"FEZF1",0,0,0,0,0,0
"CADPS2",0.0550734094616639,2.16,-2.10492659053834,0.14,0.15,0.08
"RNF133",0,0,0,0,0,0
"RNF148",0,0.03,-0.03,0,0,0
"IQUB",0,0.11,-0.11,0.13,0,0
"NDUFA5",3.10556076672104,4.04,-0.934439233278956,0.18,1.53,2.75
"ASB15",0,0.05,-0.05,0,0.06,0
"WASL",0.83281810766721,2.49,-1.65718189233279,0.15,1.1,1.29
"HYAL4",0,0,0,0.07,0,0
"TMEM229A",0,0,0,0,0,0
"GPR37",0.00749481044466295,0.17,-0.162505189555337,0.14,0,0.03
"POT1",0.702436786296901,1.06,-0.3575632137031,0.3,1.09,0.95
"GRM8",0,0.06,-0.06,0,0.12,0
"ZNF800",1.37786704730832,3.03,-1.65213295269168,0.57,0.33,2.21
"GCC1",0.404626835236542,1.27,-0.865373164763458,0.15,1.2,0.5
"ARF5",2.97730361630067,3.58,-0.602696383699334,1.15,1.79,2.18
"FSCN3",0.0139090538336052,0.03,-0.0160909461663948,0.1,0.03,0.09
"PAX4",0,0,0,0,0,0
"SND1",2.27298153610838,3.46452322738386,-1.19154169127548,0.56,0.75,3.11
"LRRC4",0.0245065252854812,0.47,-0.445493474714519,0.13,0.1,0.06
"LEP",0.0174969955205943,0.0888264058679707,-0.0713294103473763,0,0.14,0.42
"RBM28",0.844341353996737,1.86,-1.01565864600326,0.23,0.73,1.07
"PRRT4",0,0,0,0,0,0
"IMPDH1",1.49712881022616,2.15,-0.652871189773845,0.33,1.9,3.68
"HILPDA",0.878038348082596,3.94,-3.0619616519174,0.24,2.09,3.56
"METTL2B",0.663917210440457,1.2,-0.536082789559543,0.44,1.39,1.76
"FAM71F2",0.0136141155905168,0.22,-0.206385884409483,0.04,0.06,0.11
"FAM71F1",0,0,0,0,0,0.03
"CALU",2.10220037146291,4.92,-2.81779962853709,0.3,2.4,2.88
"CCDC136",0.0692638662316476,0.4,-0.330736133768352,0.43,1.52,0.29
"FLNC",0.0102997553017945,1.11,-1.09970024469821,0.1,0.04,0.05
"KCP",0.158662187261007,0.55,-0.391337812738993,0.26,0.37,0.4
"ATP6V1F",4.57970446848028,4.79,-0.21029553151972,0.33,1.18,3.44
"RP11-309L24.4",0.0391231647634584,0.15,-0.110876835236542,0.11,0.18,0.11
"IRF5",0.641836556320332,1.29064656343385,-0.648810007113517,0.47,1.39,1.46
"TNPO3",1.39450244698206,2.25,-0.855497553017945,0.46,1.46,2.55
"TSPAN33",0.086497323281984,0.526837815810921,-0.440340492528937,0.16,0.2,1.73
"SMO",0,1.02,-1.02,0,0,0
"AHCYL2",0.209064029363785,0.38,-0.170935970636215,0.28,0.43,0.36
"STRIP2",0.0372654975530179,0.29,-0.252734502446982,0.14,0.4,1.11
"SMKR1",0.0501243882544861,1.22,-1.16987561174551,0.71,0.26,0.19
"NRF1",0.451953507340946,0.985770171149144,-0.533816663808198,0.16,1.15,1.07
"UBE2H",1.38917210440457,3.06,-1.67082789559543,0.49,0.4,1.84
"ZC3HC1",0.57598898858075,1.13,-0.554011011419249,0.52,1.36,1.11
"KLHDC10",0.64721044045677,1.62,-0.97278955954323,0.38,1.03,0.88
"TMEM209",0.571286704730832,1.61,-1.03871329526917,0.36,0.78,0.68
"SSMEM1",0,0,0,0,0,0.02
"CPA2",0,0,0,0,0,0
"CPA4",0.00448486834917513,0.22,-0.215515131650825,0.02,0,0.25
"CPA5",0.0212479608482871,0.2,-0.178752039151713,1.18,2.64,0.04
"CPA1",0,0.18,-0.18,0,0,0
"CEP41",0.678372756933116,1.28,-0.601627243066884,0.69,1.12,0.73
"MEST",0.222622349102773,3.01,-2.78737765089723,0.33,0.8,0.64
"COPG2",0.451639477977162,0.77,-0.318360522022838,0.81,1.09,0.83
"TSGA13",0,0,0,0,0,0.21
"KLF14",0,0.04,-0.04,0,0,0
"MKLN1",1.54269779771615,2.55,-1.00730220228385,0.68,1.07,1.8
"PODXL",0.0931934884737245,4.98,-4.88680651152628,0.31,0.1,0.33
"PLXNA4",0.00543230016313214,0.88,-0.874567699836868,0.1,0,0.02
"CHCHD3",2.14908117557085,2.67,-0.520918824429149,0.44,2.28,0.71
"EXOC4",1.29115212071778,2.28,-0.988847879282218,0.22,0.69,1.42
"LRGUK",0,0,0,0,0,0.01
"SLC35B4",1.04684747145188,1.46,-0.413152528548124,0.18,1.34,1.37
"AKR1B1",3.22528296733311,3.86,-0.634717032666885,0.21,1.26,3.04
"AKR1B10",0.596358075040783,2.03106764466178,-1.43470956962099,1.31,1.16,1.04
"AKR1B15",0.104000815660685,0.628486824232546,-0.52448600857186,0.27,0.28,0.17
"BPGM",1.37724102773246,2.71,-1.33275897226754,0.72,1.17,1.27
"CALD1",0.532811990212072,7.89,-7.35718800978793,0.63,0.98,0.81
"AGBL3",0.100301794453507,0.55,-0.449698205546493,0.29,0.27,1.13
"C7orf49",1.3149367862969,2.04092909535452,-0.725992309057623,0.17,2.32,0.71
"TMEM140",1.65630709624796,2.03,-0.373692903752039,1.1,1.26,2.03
"WDR91",0.642366983502677,1.35,-0.707633016497323,0.48,0.85,0.96
"CNOT4",1.79330954323002,2.78,-0.986690456769984,0.16,0.46,1.69
"NUP205",0.791133768352365,0.9,-0.108866231647635,0.37,1,0.9
"C7orf73",3.92214137441276,3.88,0.0421413744127617,0.36,0.859999999999999,1.13
"SLC13A4",0.00519575856443719,0.04,-0.0348042414355628,0.07,0,0.52
"FAM180A",0,0.77,-0.77,0,0,0.04
"MTPN",2.7549617611712,3.4,-0.645038238828799,0.28,0.84,2.62
"CHRM2",0,0,0,0,0,0
"PTN",0.0764559543230016,4.33,-4.253544045677,0.2,0.1,0.12
"DGKI",0.0348327895595432,0.25,-0.215167210440457,0.13,0.49,0.07
"CREB3L2",1.79273654159869,2.88,-1.08726345840131,0.35,3.02,2.38
"AKR1D1",0,0.0296088019559902,-0.0296088019559902,0,0.12,0
"TRIM24",0.715128466557912,1.7,-0.984871533442088,0.43,0.88,1.17
"SVOPL",0.0112476783568229,0.0555881553925564,-0.0443404770357335,0.06,0.11,3.58
"ATP6V0A4",0.00448613376835237,0.202157022548221,-0.197670888779868,0.05,0.08,0.02
"TMEM213",0.0141429039659128,0,0.0141429039659128,0.05,0.05,0.25
"KIAA1549",0.0258598273790014,1.28,-1.254140172621,0.07,0.07,2.23
"ZC3HAV1L",0.00301794453507341,0.3,-0.296982055464927,0.18,0.18,0.01
"ZC3HAV1",2.15602365415987,3.78,-1.62397634584013,0.62,0.45,2.97
"TTC26",0.178798939641109,0.77,-0.591201060358891,0.1,0.42,1.27
"UBN2",0.70162515022397,1.65,-0.94837484977603,0.37,1.6,1.07
"LUC7L2",2.03694127243067,3.02,-0.983058727569332,0.75,1.15,3.14
"C7orf55-LUC7L2",0,0,0,0,0,0
"KLRG2",0.00736541598694943,0,0.00736541598694943,0.03,0.23,0.02
"CLEC2L",0,0.0164493344199946,-0.0164493344199946,0,0,0.07
"HIPK2",1.09938708620125,3.03,-1.93061291379875,0.36,1.45,2.31
"TBXAS1",1.1655446301759,3.19,-2.0244553698241,0.76,3.11,2.2
"PARP12",1.19327324374522,1.39,-0.19672675625478,0.59,1.62,2.18
"KDM7A",1.30371080520048,1.62,-0.316289194799519,1.01,0.69,1.98
"SLC37A3",0.263454323001631,1.83,-1.56654567699837,0.37,1.8,1.1
"RAB19",0,0,0,0,0,0
"MKRN1",2.82734502446982,3.46,-0.632654975530179,0.43,0.62,2.61
"DENND2A",0.0110481239804241,1.35,-1.33895187601958,0.04,0.06,0.03
"ADCK2",0.845849448268327,1.16185275740288,-0.316003309134552,0.92,0.94,1.54
"NDUFB2",4.77400852179613,5.15,-0.375991478203868,0.67,1.78,2.95
"BRAF",0.780424143556281,1.22,-0.439575856443719,0.67,0.64,0.99
"MRPS33",2.56512438825449,3.40638956805216,-0.841265179797674,0.1,0.27,2.92
"TMEM178B",0.00448613376835237,0.08,-0.0755138662316476,0.12,0.05,0.02
"AGK",0.548242251223491,1.33,-0.781757748776509,0.25,1.1,1.79
"KIAA1147",0.738976838195127,2.39,-1.65102316180487,0.39,1.57,1.27
"WEE2",0,0.0106900298831839,-0.0106900298831839,0,0,0
"SSBP1",4.13469616639478,4.29,-0.15530383360522,0.28,0.71,2.31
"TAS2R3",0,0,0,0.01,0,0
"TAS2R4",0.0552243066884176,0.33,-0.274775693311582,0.33,0.96,0.58
"TAS2R5",0,0.03,-0.03,0,0.08,0
"MGAM",0,0.11,-0.11,0,0,0.1
"OR9A4",0,0,0,0,0,0
"CLEC5A",0.120751119851415,0.36,-0.239248880148585,0.13,0.4,3.31
"MTRNR2L6",0.0126297388834262,0.05,-0.0373702611165738,0.07,0,0.05
"PRSS1",0,0.03559902200489,-0.03559902200489,0,0,0
"EPHB6",0.465316068515498,0.8,-0.334683931484503,0.11,1.12,0.84
"TRPV6",0,0,0,0,0,0.01
"TRPV5",0,0,0,0,0,0.07
"C7orf34",0,0,0,0,0,0.09
"KEL",0.00203976838195127,0.06,-0.0579602316180487,0.01,0,0.12
"PIP",0.137192723697148,0.496536267318663,-0.359343543621515,0.46,0.35,0.54
"GSTK1",4.56108890701468,5.04,-0.478911092985318,0.14,0.77,1.74
"TMEM139",0.0847512234910277,0.159937516979082,-0.0751862934880541,0.16,0.33,0.62
"CASP2",0.773150489396411,1.27702254822059,-0.503872058824181,0.45,1.86,1.53
"CLCN1",0.0445165519501803,0.0572942135289323,-0.0127776615787521,0.33,0,0.67
"FAM131B",0.0105811582381729,0.06,-0.0494188417618271,0.39,0.15,0.61
"ZYX",2.78511034633454,3.64,-0.854889653665464,0.37,2.62,2.6
"EPHA1",0.059402528548124,0.37,-0.310597471451876,1.77,1.27,0.09
"CTAGE15",0,0,0,0,0,0
"TCAF2",0.289561582381729,1.28,-0.990438417618271,0.21,0.85,0.91
"CTAGE6",0.00368270799347471,0,0.00368270799347471,0.02,0.05,0.01
"TCAF1",0.451303017944535,1.7,-1.24869698205546,0.16,1.13,1.17
"CTAGE4",0,0,0,0,0,0
"ARHGEF35",0.0700262209111767,0.11,-0.0399737790888233,0.22,0.26,0.15
"ARHGEF5",0.120020391517129,0.59,-0.469979608482871,0.24,0.47,0.24
"TPK1",1.00286908646003,1.29,-0.287130913539968,0.27,0.67,1.64
"CNTNAP2",0.00541844204086092,0.21547133930997,-0.210052897269109,0,0.07,0.03
"C7orf33",0,0,0,0,0,0.03
"CUL1",1.85410685154976,2.18,-0.325893148450245,0.19,2.2,2.81
"EZH2",0.619141517128874,0.95,-0.330858482871126,1.65,1.11,2.3
"PDIA4",2.81507156123675,3.9,-1.08492843876325,0.43,0.69,3.39
"ZNF786",0.29347471451876,1.6,-1.30652528548124,0.57,0.91,0.78
"ZNF425",0.0059257748776509,0.22,-0.214074225122349,0.12,0.2,0.01
"ZNF398",0.338711256117455,0.77,-0.431288743882545,0.62,0.33,0.5
"ZNF282",0.343913132137031,1.08,-0.736086867862969,0.27,1.21,0.48
"ZNF212",0.442856851549755,1.1,-0.657143148450245,0.15,0.4,1.22
"ZNF783",0.317455138662316,0.87,-0.552544861337684,0.31,0.76,0.43
"ZNF777",0.0329608482871126,0.1,-0.0670391517128874,0.16,0.16,0.08
"ZNF746",0.45943024145089,0.79,-0.33056975854911,0.23,0.55,0.78
"KRBA1",0.202304241435563,0.75,-0.547695758564437,0.31,0.27,1.38
"ZNF467",0.0536234021632252,2.02,-1.96637659783677,0.05,0.13,1.84
"SSPO",0.0185971812520485,0.17,-0.151402818747952,0.02,0.08,0.07
"ZNF862",0.13882748776509,0.56,-0.42117251223491,0.23,0.95,0.26
"ATP6V0E2",1.06661296900489,2.5,-1.43338703099511,0.28,0.97,1.21
"ACTR3C",0.190348694942904,0.89,-0.699651305057096,0.41,1.73,0.32
"LRRC61",0.742536704730832,1.08,-0.337463295269168,0.46,1.47,1.5
"ZBED6CL",0.05778955954323,0.4,-0.34221044045677,0.37,0.51,0.1
"RARRES2",0.798127936195783,7.99,-7.19187206380422,0.99,1.09,2.59
"REPIN1",1.19611133768352,2.19457212713936,-0.998460789455841,0.29,1.18,3.54
"ZNF775",0.0644291489129247,0.22,-0.155570851087075,0.1,0.22,1.02
"GIMAP8",1.06268818966459,3.32,-2.25731181033541,0.87,1.55,1.66
"GIMAP7",2.79056484502447,5.97,-3.17943515497553,0.72,1.74,3.57
"GIMAP4",3.58274469820555,5.26,-1.67725530179445,0.64,1.94,4.71
"GIMAP6",1.22164151712887,3.38,-2.15835848287113,0.69,1.01,1.87
"GIMAP2",2.33981851549755,3.57,-1.23018148450245,0.53,2.7,2.63
"GIMAP1",2.08716965742251,3.97,-1.88283034257749,0.84,1.12,2.36
"GIMAP5",0.454447389885808,1.78,-1.32555261011419,0.19,1.17,0.55
"TMEM176B",0.720303725554463,5.64,-4.91969627444554,0.65,1.36,6.38
"TMEM176A",0.427961324156014,4.84,-4.41203867584399,0.62,0.53,6.35
"AOC1",0.023874139626352,0.246715566422168,-0.222841426795816,0.13,0.1,2.82
"KCNH2",0.0385638588440948,0.23,-0.191436141155905,0.07,0.14,2.91
"NOS3",0.0359441272430669,2.48,-2.44405587275693,0.17,0.41,0.07
"ATG9B",0.185273246329527,0.42,-0.234726753670473,0.56,0.54,1.62
"ABCB8",0.974335236541599,1.45,-0.475664763458401,1.02,1.22,2.57
"ASIC3",0.0620042608980662,0.19,-0.127995739101934,0.09,0.19,0.81
"CDK5",1.43,1.57,-0.14,0.94,1.51,2.09
"SLC4A2",1.17518352365416,1.78,-0.60481647634584,0.7,0.74,2.76
"FASTK",1.68855831973899,2.97,-1.28144168026101,0.43,1.16,2.66
"TMUB1",2.19386623164763,2.90848954088563,-0.714623309237994,0.5,3.21,3.97
"AGAP3",0.764457554900033,2.02,-1.25554244509997,0.47,0.92,1.78
"ABCF2",0.932758972267537,1.91,-0.977241027732463,0.5,1.91,2.52
"CHPF2",1.03116435562806,2.2,-1.16883564437194,0.15,0.75,1.17
"SMARCD3",0.706171746968207,1.52,-0.813828253031793,0.73,1.18,1.16
"NUB1",2.86174347471452,3.65,-0.788256525285481,0.98,0.49,6.1
"WDR86",0.264267944535073,0.88,-0.615732055464927,0.39,0.7,0.61
"CRYGN",0.0101846389162023,0.11,-0.0998153610837977,0.07,0,0.04
"RHEB",3.09966732218945,3.98,-0.880332677810554,0.35,1.14,2.31
"PRKAG2",1.94131323063476,2.26,-0.318686769365235,0.93,0.66,2.79
"GALNT11",1.33624592169657,2.39,-1.05375407830343,0.32,2.09,2.5
"KMT2C",1.8170575040783,2.51,-0.692942495921696,0.73,1,2.16
"XRCC2",0.0696125611745514,0.23,-0.160387438825449,0.53,0.21,0.2
"ACTR3B",0.153892740619902,0.77,-0.616107259380098,0.59,0.58,0.48
"DPP6",0,0.01,-0.01,0,0,0
"PAXIP1",0.429767536704731,0.74,-0.310232463295269,0.44,0.92,0.56
"INSIG1",2.42519337921993,2.81,-0.384806620780072,0.79,2.6,3.39
"EN2",0.00698131760078663,0,0.00698131760078663,0.06,0,0.02
"CNPY1",0,0,0,0,0,0
"RBM33",1.36298939641109,2.53401521325727,-1.17102581684617,0.59,1.2,2.45
"SHH",0.0155249644925161,0.03,-0.0144750355074839,0.29,0,0.05
"RNF32",0.097807911908646,0.540130399348003,-0.442322487439357,0.29,0.51,0.31
"LMBR1",0.585314029363785,2.61,-2.02468597063622,0.29,1.42,1.27
"NOM1",0.848890701468189,1.62,-0.771109298531811,0.67,1.87,1.17
"MNX1",0.00767180159510543,0.00328986688399891,0.00438193471110652,0.05,0.03,0.04
"UBE3C",1.10578915171289,1.75,-0.644210848287113,0.4,1.5,1.61
"DNAJB6",3.56174347471452,4.38,-0.818256525285481,0.300000000000001,1.09,4.66
"PTPRN2",0.626651712887439,2.34,-1.71334828711256,0.91,2.02,2.4
"NCAPG2",0.337245106035889,0.91,-0.572754893964111,0.98,0.87,0.51
"ESYT2",1.28812805872757,2.45,-1.16187194127243,0.34,1.13,1.47
"WDR60",0.884278140293638,3.19,-2.30572185970636,0.17,0.85,0.92
"VIPR2",0,0.82,-0.82,0.5,0.24,0
"XG",0,0.28,-0.28,0,0.1,0
"GYG2",0.012708947885939,0.26,-0.247291052114061,0.02,0.07,0.05
"ARSD",0.659271823445865,1.94,-1.28072817655414,0.77,0.85,1.59
"ARSE",0.0158442088091354,0.37,-0.354155791190865,0.34,0.22,0.03
"ARSH",0,0,0,0,0,0
"ARSF",0,0.03,-0.03,0,0,0
"MXRA5",0.0332300163132137,3.86,-3.82676998368679,0.07,0.18,0.4
"PRKX",1.08872553017945,2.5,-1.41127446982055,0.52,1.62,2.22
"NLGN4X",0,0.76,-0.76,0,0.16,0
"VCX3A",0,0,0,0,0,0
"STS",0.111825084671692,0.86,-0.748174915328308,0.19,0.17,0.71
"VCX",0,0.0164493344199946,-0.0164493344199946,0,0,0
"PNPLA4",0.766470009832842,1.52546862265689,-0.758998612824045,0.46,1.17,1.64
"VCX2",0,0,0,0,0,0
"VCX3B",0,0.0164493344199946,-0.0164493344199946,0,0,0
"FAM9A",0,0,0,0,0,0
"FAM9B",0,0,0,0.07,0.22,0
"TBL1X",0.623800939582651,1.27,-0.646199060417349,0.74,1.22,0.92
"GPR143",0.0151622418879056,0.33,-0.314837758112094,0.04,0.08,1.24
"SHROOM2",0.0227446982055465,0.95,-0.927255301794453,0.08,0,0.26
"WWC3",0.510793230016313,2.33,-1.81920676998369,0.33,1.37,1.29
"CLCN4",0,0.65,-0.65,0,0,1.58
"MID1",0.0432218597063622,2.08,-2.03677814029364,0.12,0.23,0.07
"HCCS",1.49860100513493,1.87,-0.371398994865072,0.54,1.69,2.61
"ARHGAP6",0.0173790014202994,1.62,-1.6026209985797,0.06,0.14,1.45
