"","gene","target_score.x","target_score.y","target_score.x.1","target_score.y.1","target_score.x.2","target_score.y.2","target_score.x.3","target_score.y.3","target_score.x.4","target_score.y.4","score_avg"
"11691","PCDHB9",-0.64,-0.31,-0.41,-0.91,-0.18,-0.75,-0.35,-0.1,NA,NA,-0.45625
"11692","PCDHGA1",-0.4,0,NA,-0.12,NA,-0.18,-0.07,-0.07,NA,NA,-0.14
"11693","PCDHGA10",-0.68,-0.76,-1.6,-0.7,-0.58,-0.21,-0.78,-2.27,NA,-0.57,-0.905555555555556
"11694","PCDHGA11",-0.03,-0.91,NA,-0.58,NA,-0.38,-0.02,-0.28,NA,-0.15,-0.335714285714286
"11695","PCDHGA12",-0.41,-0.29,NA,-0.76,-0.21,-0.34,-0.09,-0.26,NA,-0.19,-0.31875
"11696","PCDHGA2",-0.03,-0.11,NA,-0.95,-0.07,-0.43,NA,-0.08,NA,NA,-0.278333333333333
"11697","PCDHGA3",-0.2,-0.24,NA,-0.08,-0.13,-0.18,NA,-0.13,NA,NA,-0.16
"11698","PCDHGA4",-0.11,-1.72,NA,-0.56,-0.17,-0.11,NA,-0.66,NA,NA,-0.555
"11699","PCDHGA5",-0.21,-0.72,NA,-1.03,-0.09,-0.92,-0.04,-0.79,NA,-0.19,-0.49875
"11700","PCDHGA6",-0.53,-0.08,-0.41,-0.4,NA,-0.7,-0.79,-0.94,NA,NA,-0.55
"11701","PCDHGA7",-0.57,-0.25,NA,-0.98,NA,-0.92,-0.42,-0.21,NA,NA,-0.558333333333333
"11702","PCDHGA8",-0.36,-0.04,NA,-0.44,0,-0.52,-0.03,-2.83,NA,-0.2,-0.5525
"11703","PCDHGA9",0,-0.3,NA,-0.51,NA,-1.05,NA,-0.44,NA,NA,-0.46
"11704","PCDHGB1",-0.04,-0.05,NA,-0.16,NA,-0.12,0,-0.09,NA,NA,-0.0766666666666667
"11705","PCDHGB2",-0.13,-0.47,NA,-0.83,-0.21,-0.08,NA,-0.29,NA,NA,-0.335
"11706","PCDHGB3",NA,-0.31,NA,-0.6,0.02,-0.13,NA,-0.19,NA,NA,-0.242
"11707","PCDHGB4",-0.01,-0.21,NA,-0.72,-0.16,-1.15,NA,-3.23,NA,NA,-0.913333333333333
"11708","PCDHGB5",NA,-0.86,NA,-0.48,NA,-0.42,NA,-0.43,NA,NA,-0.5475
"11709","PCDHGB6",-0.48,-0.13,NA,-0.75,-0.03,-0.96,-0.78,-1.01,NA,-0.26,-0.55
"11710","PCDHGB7",-0.17,-1.2,NA,-1.32,-0.1,-1.45,-0.23,-0.54,NA,-0.29,-0.6625
"11711","PCDHGC3",-0.28,-2.89,NA,-2.94,-0.13,-0.15,-0.14,-1.14,NA,-2.65,-1.29
"11712","PCDHGC4",NA,-0.07,NA,-0.67,NA,-0.27,-0.23,-0.09,NA,NA,-0.266
"11713","PCDHGC5",NA,-0.04,NA,-0.23,-1.09,-0.11,NA,-0.08,NA,NA,-0.31
"11714","PCED1A",-0.78,-0.8,-1.53,-1.37,-0.76,-1.02,-0.91,-0.94,-0.09,-1.78,-0.998
"11715","PCED1B",0.16,0.25,-0.0600000000000001,0.44,0,0.0799999999999996,0.39,-0.46,-0.17,-0.16,0.0469999999999999
"11716","PCF11",-0.43,-1.21,-1.06,-1.15,-1.27,-1.01,-0.47,-1.26,-0.66,-1.55,-1.007
"11717","PCGF1",-0.45,-2.45,-1.78,-1.14,-0.4,-1.01,-0.42,-2.45,-0.34,-1.29,-1.173
"11718","PCGF2",-3.12,-0.8,-1.51,-1.17,-1.22,-3.55,-0.47,-0.48,-0.07,-1.79,-1.418
"11719","PCGF3",-1.17,-1.01,-2.32,-1.02,-0.54,-1.63,-0.45,-1.57,-0.87,-1.65,-1.223
"11720","PCGF5",-0.66,-2.57,-0.74,-0.89,-0.55,-0.63,-0.82,-1.45,-1.2,-1.89,-1.14
"11721","PCGF6",-1.33,-2.59,-1.08,-1.38,-0.47,-0.31,-0.37,-4.4,-0.4,-0.94,-1.327
"11722","PCID2",-0.8,-0.52,-0.52,-0.9,-0.5,-1.25,-0.22,-2.63,-0.0899999999999999,-0.61,-0.804
"11723","PCIF1",-0.48,-0.61,-0.82,-0.31,-0.26,-0.68,-1,-0.7,-0.0500000000000003,-1.06,-0.597
"11724","PCK1",-0.28,-0.05,NA,-0.14,-0.2,-1.05,-0.61,-1.69,-0.01,-3.03,-0.784444444444444
"11725","PCK2",-0.29,-1.03,-0.96,-0.55,NA,-1,-0.28,-2.23,-0.3,-1.53,-0.907777777777778
"11726","PCLO",-1.23,-0.17,-0.48,-0.49,-0.49,-0.4,-0.43,-2.07,NA,-0.82,-0.731111111111111
"11727","PCM1",-0.34,-1.43,-0.55,-0.91,-0.52,-1.16,-0.43,-0.73,-0.74,-1.75,-0.856
"11728","PCMT1",-0.71,-0.96,-0.11,-0.180000000000001,-0.23,-0.16,-0.02,-0.529999999999999,-0.57,-0.21,-0.368
"11729","PCMTD1",-1.43,-1.03,-0.83,-1.09,-1.24,-0.78,-1.58,-1.43,-1.75,-1.44,-1.26
"11730","PCMTD2",-1.14,-2.35,-0.64,-1.05,-0.64,-0.64,-0.74,-1.56,-1.42,-1.7,-1.188
"11731","PCNA",-0.0700000000000003,-1.55,-0.37,-0.46,-1.21,-4.3,-0.97,-1.93,-0.26,-0.61,-1.173
"11732","PCNP",-0.52,-1.82,-0.38,-0.17,-0.600000000000001,-0.77,-0.24,-0.590000000000001,-0.54,-0.7,-0.633
"11733","PCNT",-1.1,-0.78,-0.35,-0.74,-0.71,-1.2,-0.67,-1.35,-0.9,-0.97,-0.877
"11734","PCOLCE",-0.6,-1.21,-1.41,-0.62,-1.61,-1.6,-0.53,-4.47,-0.71,-0.91,-1.367
"11735","PCOLCE2",-1.23,-1.34,-1.83,-0.69,-1.02,-2.08,-0.12,-0.47,-0.01,-1.19,-0.998
"11736","PCP2",-0.27,-0.6,-0.9,-0.49,-0.49,-0.14,-0.23,-0.97,-0.02,NA,-0.456666666666667
"11737","PCP4",-0.53,NA,NA,-0.05,NA,-0.65,NA,-0.79,NA,NA,-0.505
"11738","PCP4L1",-0.16,-0.25,NA,-0.24,NA,-0.25,NA,-0.01,NA,NA,-0.182
"11739","PCSK1",-0.3,-0.14,NA,-0.21,-0.18,-0.5,NA,-3.33,NA,NA,-0.776666666666667
"11740","PCSK1N",-0.58,-0.18,-0.51,-0.31,-0.32,-1.06,-1.02,-1.35,-0.9,-4.44,-1.067
"11741","PCSK2",-0.02,-0.01,NA,-0.1,-0.14,-0.65,NA,-0.1,NA,NA,-0.17
"11742","PCSK4",-0.3,-0.56,-0.42,-0.02,-0.23,-0.24,-0.1,-0.04,NA,-0.96,-0.318888888888889
"11743","PCSK5",-1.94,-0.98,-1.57,-1.27,-1.8,-1.78,-1.45,-1.85,-1.14,-2.09,-1.587
"11744","PCSK6",-0.4,-0.18,-0.55,-0.53,-0.12,-1.37,-0.14,-0.25,NA,-0.85,-0.487777777777778
"11745","PCSK7",-0.859999999999999,-0.71,-0.7,-0.61,-0.87,-2.43,-0.93,-1.67,-0.72,-1.58,-1.108
"11746","PCSK9",-0.21,-0.05,NA,-0.12,-0.35,-0.53,-0.18,-0.14,NA,-0.02,-0.2
"11747","PCTP",-1.23,-1.42,-1.01,-0.74,-0.37,-1.09,0.03,-0.82,-1.09,-1.07,-0.881
"11748","PCYOX1",-1.87,-1.74,-1.61,-1.49,-1.46,-0.57,-0.6,-1.7,-0.84,-1.27,-1.315
"11749","PCYOX1L",-0.55,-1.77,-2.22,-1.5,-0.61,-1.01,-0.6,-1.29,-0.91,-0.6,-1.106
"11750","PCYT1A",-0.83,-1.17,-0.84,-0.78,-0.0300000000000002,-0.79,-0.4,-1.56,-0.58,-1.93,-0.891
"11751","PCYT1B",-0.18,-0.17,NA,-0.21,-0.11,-0.49,NA,-0.23,NA,NA,-0.231666666666667
"11752","PCYT2",-0.69,-0.36,-1.81,-0.82,-0.24,-0.58,-0.57,-2.53,-0.21,-1.52,-0.933
"11753","PDAP1",0.17,-0.55,-0.63,-0.48,-0.45,-0.0799999999999996,-0.41,-0.35,-0.17,-0.0800000000000001,-0.303
"11754","PDC",NA,-0.07,NA,-0.47,NA,-0.13,NA,-1.93,NA,NA,-0.65
"11755","PDCD1",-2.25,-1.48,-0.58,-0.859999999999999,-2.04,-0.55,-1.52,-1.89,-1.4,-0.95,-1.352
"11756","PDCD10",-0.1,-0.57,-0.31,-1.83,-0.1,-0.24,0.0499999999999998,-0.71,-0.19,-0.38,-0.438
"11757","PDCD11",-0.11,-0.37,-0.71,-0.98,-1.78,-0.51,-0.33,-1.04,-0.36,-1.55,-0.774
"11758","PDCD1LG2",-2.45,-3.41,-1.28,-1.91,-2.69,-1.8,-1.38,-3.07,-1.03,-1.12,-2.014
"11759","PDCD2",-1.11,-1.23,-0.76,-0.38,-0.54,-0.27,-0.36,-1.04,-0.41,-1.08,-0.718
"11760","PDCD2L",-0.28,-1.04,-1.86,-1.05,-0.75,-0.34,-0.84,-0.58,-0.82,-1.81,-0.937
"11761","PDCD4",-1.3,-1.24,-0.98,-1.35,-1,-0.87,-1.07,-1.17,-0.96,-2.26,-1.22
"11762","PDCD5",-1.43,-0.77,-0.85,-0.68,-0.22,-0.26,-0.65,-0.68,-0.6,-1,-0.714
"11763","PDCD6",-1.46,-0.609999999999999,-0.5,-0.77,-0.79,-0.27,-0.16,-1.2,-0.19,-0.56,-0.651
"11764","PDCD6IP",-0.9,-0.54,-1.04,-0.69,-0.56,-0.92,-0.75,-1.3,-0.45,-2.16,-0.931
"11765","PDCD7",-0.67,-0.61,-0.58,-0.33,-0.53,-0.9,-0.41,-1.4,-0.76,-2.59,-0.878
"11766","PDCL",-1.34,-1.16,-1,-0.86,-1.12,-1.45,-0.3,-2.02,-0.77,-1.48,-1.15
"11767","PDCL2",-0.09,-0.02,NA,-0.14,0,-0.2,-0.02,-0.33,NA,NA,-0.114285714285714
"11768","PDCL3",-1.89,-0.74,-0.98,-0.49,-0.51,-0.4,-0.15,-0.85,-0.0600000000000001,-0.65,-0.672
"11769","PDDC1",-0.25,-0.45,-1.19,-1.29,-0.85,NA,-0.7,-0.9,-1.05,-2.22,-0.988888888888889
"11770","PDE10A",-1.05,-0.84,-0.28,-0.2,-0.07,-1.37,-0.23,-0.78,NA,-0.93,-0.638888888888889
"11771","PDE11A",-0.43,-1.27,NA,-0.29,-0.55,-0.46,-0.04,-0.08,NA,-0.43,-0.44375
"11772","PDE12",-1.83,-1.25,-1.3,-0.57,NA,-0.67,-1.23,-2.06,-0.2,-1,-1.12333333333333
"11773","PDE1A",-0.22,-1.19,-0.18,-0.89,-0.5,-0.46,-0.26,-0.12,NA,-0.13,-0.438888888888889
"11774","PDE1B",-0.62,-2.88,-0.92,-0.86,-0.54,-0.83,-0.25,-0.8,-0.42,-1.77,-0.989
"11775","PDE1C",-0.99,-0.37,NA,-0.13,-0.61,-1.66,-0.22,-0.34,NA,-0.6,-0.615
"11776","PDE2A",-2.21,-3.93,-0.78,-3.64,-0.62,-2.43,-0.84,-1.73,-0.02,-1.6,-1.78
"11777","PDE3A",-0.38,-1.09,-1.91,-0.15,-0.17,-2.49,-0.14,-0.21,NA,-1.16,-0.855555555555556
"11778","PDE3B",-1.31,-2.59,-1.52,-2.77,-0.78,-0.46,-0.92,-2.3,-0.51,-2.05,-1.521
"11779","PDE4A",-0.63,-1.57,-1.6,-0.91,-1,-1.27,-1.86,-1.62,-0.41,-2.3,-1.317
"11780","PDE4B",-1.63,-0.609999999999999,-0.600000000000001,-1.76,-1.6,-1.86,-1.29,-0.83,-1.11,-1.27,-1.256
"11781","PDE4C",-1.54,-0.51,NA,-1.13,-0.8,-0.58,-0.43,-0.18,-0.22,-2,-0.821111111111111
"11782","PDE4D",-1.68,-1.34,-1.13,-1.11,-1.08,-0.54,-1.45,-1.51,-1.13,-1.5,-1.247
"11783","PDE4DIP",-0.89,-2.1,-0.94,-1.74,-0.94,-1.67,-1.16,-0.92,-0.78,-2.72,-1.386
"11784","PDE5A",-0.4,-0.35,-1.18,-0.85,-0.34,-0.56,-0.35,-0.47,-0.04,-2.72,-0.726
"11785","PDE6A",-1.08,-0.42,NA,-1.04,-0.25,-1.7,-0.58,-2.25,-0.13,-0.78,-0.914444444444444
"11786","PDE6B",-0.51,-0.86,-0.56,-1.19,-0.42,-1.77,-0.63,-1.21,-0.19,-1.79,-0.913
"11787","PDE6C",NA,-0.02,NA,-0.06,-0.22,-0.1,NA,-0.46,NA,-0.44,-0.216666666666667
"11788","PDE6D",-0.39,-2.24,-0.65,-0.91,-0.47,-0.19,-0.23,-3.63,-0.43,-1.1,-1.024
"11789","PDE6G",-1.35,-1.9,-2.16,-1.47,-1.72,-1.15,-1.7,-7.43,-0.68,-2.78,-2.234
"11790","PDE6H",-0.11,NA,NA,-0.21,NA,-0.34,-0.17,-0.49,NA,NA,-0.264
"11791","PDE7A",-1.33,-1.71,-0.87,-1,-1.96,-0.97,-0.86,-2.17,-1.31,-2.27,-1.445
"11792","PDE7B",-1.23,-2.43,-2.8,-1.29,-1.46,-1.33,-1.38,-2.66,-0.49,-1.24,-1.631
"11793","PDE8A",-1.7,-1.5,-2.06,-1.34,-1.29,-2.43,-1,-2.25,-1.13,-3.33,-1.803
"11794","PDE8B",-0.58,-0.8,-1.49,-0.97,-0.8,-2.08,-0.68,-2.81,NA,-0.32,-1.17
"11795","PDE9A",-1.12,-1.54,-1.68,-0.83,-2.17,-1.89,-0.26,-1.33,-0.2,-1.47,-1.249
"11796","PDF",-0.16,-2.44,NA,-0.41,NA,-0.09,-0.09,-3.8,NA,-1.6,-1.22714285714286
"11797","PDGFA",-1,-0.83,-0.99,-2.28,-3.08,-0.69,-0.29,-1.41,-0.03,-1.39,-1.199
"11798","PDGFB",-3.1,-2,-2.06,-2.78,-2.34,-4.53,-0.94,-1.64,-1.42,-2.06,-2.287
"11799","PDGFC",-1.35,-1.89,-0.92,-1.63,-2.03,-1.29,-1.2,-1.69,-1.13,-2.11,-1.524
"11800","PDGFD",-1.89,-3.08,-1.88,-2.44,-2.26,-1.81,-1.95,-6.33,-2.79,-2.13,-2.656
"11801","PDGFRA",-0.76,-0.31,-1.05,-0.19,-0.53,-0.57,-0.84,-0.33,NA,-0.53,-0.567777777777778
"11802","PDGFRB",-2.01,-1.71,-1.35,-2.12,-1.26,-2.05,-1.02,-1.5,-2.02,-0.76,-1.58
"11803","PDGFRL",-1.88,-0.58,-0.69,-0.87,-0.22,-0.46,-1.26,-0.5,NA,-0.2,-0.74
"11804","PDHA1",-0.18,-2.14,-1.54,-0.79,NA,-0.64,-0.64,-1.8,-0.57,-1.04,-1.03777777777778
"11805","PDHA2",NA,-0.03,NA,NA,NA,-0.06,NA,-0.01,NA,NA,-0.0333333333333333
"11806","PDHB",-0.38,0.0700000000000003,-0.78,-1.38,NA,-0.24,-0.18,-0.56,0.23,-1,-0.468888888888889
"11807","PDHX",-1.43,-0.4,-1.37,-1.11,NA,-1.22,-0.77,-0.4,-0.61,-0.45,-0.862222222222222
"11808","PDIA2",-0.38,0,NA,-0.01,NA,-0.76,-0.04,-0.05,NA,0,-0.177142857142857
"11809","PDIA3",-1.32,-0.680000000000001,-0.899999999999999,-0.62,-1.61,-1.36,-1.1,-1.83,-1.12,-1.08,-1.162
"11810","PDIA4",-2.56,-2.59,-0.61,-0.97,-3.15,-2.9,-2.94,-3.38,-3.02,-2.58,-2.47
"11811","PDIA5",-2.52,-3.74,-1.32,-2.96,-3.43,-2.45,-2.93,-2.36,-2.75,-3.21,-2.767
"11812","PDIA6",-2.23,-1.8,-1.08,-0.399999999999999,-2.15,-1.22,-2.01,-2.8,-2.17,-2.39,-1.825
"11813","PDIK1L",-0.27,-0.68,-1.27,-0.79,-1.09,-0.25,-1.03,-2.78,-0.51,-1.11,-0.978
"11814","PDILT",NA,NA,NA,-0.04,-0.07,-0.19,NA,-0.21,NA,NA,-0.1275
"11815","PDK1",-2.12,-3.35,-2.62,-1.77,NA,-1.04,-3.66,-4.24,-3.27,-3.98,-2.89444444444444
"11816","PDK2",-0.75,-1.14,-1.31,-0.48,NA,-0.75,-0.92,-1.63,-0.33,-0.51,-0.868888888888889
"11817","PDK3",-1.07,-1.51,-1.11,-0.7,NA,-0.63,-0.72,-1.52,-0.6,-1.95,-1.09
"11818","PDK4",-4.65,-4.76,-4.57,-2.27,NA,-5,-2.87,-4.83,-2.48,-4.58,-4.00111111111111
"11819","PDLIM1",-6.2,-6.84,-3.45,-5.95,-2.68,-6.16,-3.84,-5.54,-4.17,-6.26,-5.109
"11820","PDLIM2",-0.94,-0.6,-0.82,-1.43,-0.46,-1.01,-0.2,-0.85,-0.81,-0.22,-0.734
"11821","PDLIM3",-2.72,-2.85,-1.48,-1.14,-0.97,-1.64,-0.63,-1.44,-0.01,-2.43,-1.531
"11822","PDLIM4",-3.11,-3.13,-0.72,-1.09,-1.19,-0.18,-0.05,-0.57,0.25,-3.27,-1.306
"11823","PDLIM5",-2.81,-2.46,-2.32,-1.12,-1.78,-2.21,-0.85,-2.03,-1.41,-2.73,-1.972
"11824","PDLIM7",-1.61,-1.75,-3.51,-2,-2.08,-3.17,-1.59,-1.24,-1.79,-1.8,-2.054
"11825","PDP1",-0.34,-1.85,-1.15,-1.06,NA,-0.39,-0.58,-1.5,-1.34,-1.5,-1.07888888888889
"11826","PDP2",-0.41,-0.57,-0.47,-0.48,NA,-1.13,-0.65,-0.86,-0.91,-0.85,-0.703333333333333
"11827","PDPK1",-0.54,-1.42,-1.46,-0.9,-0.92,-1.04,-0.56,-0.95,-0.75,-1.71,-1.025
"11828","PDPN",-2.27,-3.24,-3.42,-3.45,-3.79,-2.35,-0.08,-3.67,-0.13,-1.93,-2.433
"11829","PDPR",-1.67,-1.55,-0.11,-0.97,NA,-0.81,-0.49,-0.45,-0.58,-2.03,-0.962222222222222
"11830","PDRG1",-1.2,-0.98,-0.85,-0.82,-0.89,-2.1,-1.69,-1.68,-1.42,-0.96,-1.259
"11831","PDS5A",-0.24,-1.26,-0.79,-0.76,-0.91,-0.890000000000001,-0.66,-2.08,-0.87,-1.01,-0.947
"11832","PDS5B",-0.74,-0.51,-0.49,-0.34,-0.98,-0.63,-0.21,-2.95,-0.34,-0.51,-0.77
"11833","PDSS1",-0.28,-1.49,-0.84,-1.09,NA,-1.19,-0.98,-2.13,-0.94,-0.92,-1.09555555555556
"11834","PDSS2",-0.14,-1.51,-1.4,-0.87,NA,-0.78,-0.49,-1.29,-0.46,-0.62,-0.84
"11835","PDX1",-0.27,NA,NA,-0.02,-0.05,-0.47,-0.21,NA,NA,-0.02,-0.173333333333333
"11836","PDXDC1",-0.65,-0.84,-1.11,-0.44,-1.07,-0.75,-0.91,-2.52,-0.64,-2.81,-1.174
"11837","PDXK",-3.28,-0.78,-2.34,-0.66,-2.27,-2.28,-2.29,-1.48,-2.23,-2.22,-1.983
"11838","PDXP",-0.18,-0.78,NA,-0.52,-1.37,-0.14,-0.28,-3.37,NA,-0.85,-0.93625
"11839","PDYN",NA,NA,NA,-0.19,-0.25,-0.19,NA,-0.58,NA,NA,-0.3025
"11840","PDZD11",-0.0500000000000003,-0.42,-0.39,-1.03,-0.35,-1.3,0.23,-1.33,-0.9,-0.8,-0.634
"11841","PDZD2",-1.34,-0.73,-0.42,-0.7,-1.25,-1.58,-0.48,-1.64,NA,-0.72,-0.984444444444444
"11842","PDZD3",-0.26,-0.26,NA,-0.1,-0.05,-0.67,0,-0.65,NA,-1.79,-0.4725
"11843","PDZD4",-1.45,-0.31,-1.66,-0.83,-2.55,-1.97,-0.97,-0.6,NA,NA,-1.2925
"11844","PDZD7",-0.25,-0.02,-0.46,-0.14,-0.36,-0.9,-0.78,-0.65,-0.49,-0.92,-0.497
"11845","PDZD8",-0.55,-0.48,-0.12,-0.62,-0.92,-1.57,-0.45,-1.27,-0.55,-0.72,-0.725
"11846","PDZD9",NA,-0.92,NA,-0.56,NA,-0.43,-0.07,-2.15,NA,NA,-0.826
"11847","PDZK1",-1.51,-0.52,-1.06,-0.6,-0.32,-0.44,-2.55,-4.08,-0.09,-0.4,-1.157
"11848","PDZK1IP1",-3.48,-0.71,-0.63,-0.46,NA,-0.55,-0.98,-1.84,-0.24,-0.34,-1.02555555555556
"11849","PDZRN3",-0.05,-0.21,-0.26,-0.24,-0.12,-0.14,-0.02,-0.11,NA,-0.26,-0.156666666666667
"11850","PDZRN4",-0.07,0,NA,-0.64,-0.61,-0.37,-0.03,-2.07,NA,NA,-0.541428571428571
"11851","PEA15",-2.37,-2.66,-2.97,-2.2,-3.14,-4.39,-2.11,-3.06,-2.47,-2.33,-2.77
"11852","PEAK1",-1.65,-1.79,-1.62,-1.53,-1.29,-1.05,-1.63,-2.21,-1.08,-2.39,-1.624
"11853","PEAR1",-1.83,-2.26,-0.57,-2.06,-0.09,-3.15,-0.36,-0.26,NA,-1.7,-1.36444444444444
"11854","PEBP1",-1.62,-0.88,-1.46,-0.3,-0.83,-0.84,-0.600000000000001,-1.37,-0.8,-0.79,-0.949
"11855","PEBP4",-0.26,-0.03,-0.25,-0.09,-0.69,-0.09,-0.21,-2.62,-0.23,NA,-0.496666666666667
"11856","PECAM1",-6.19,-5.38,-3.39,-4.99,NA,-6.93,-4.07,-4.88,-3.81,-5.56,-5.02222222222222
"11857","PECR",-0.1,-0.66,-0.99,-0.65,-0.13,-0.79,-0.53,-1.54,-0.57,-1.42,-0.738
"11858","PEF1",-0.76,-1.49,-0.9,-0.13,-0.88,-1.52,-0.0300000000000002,-0.35,-0.39,-0.23,-0.668
"11859","PEG10",-1.38,-0.84,-2.13,-0.73,-1.8,-2.93,-2.82,-0.75,-2.27,-1.51,-1.716
"11860","PEG3",-0.07,-0.16,-0.37,-0.22,-0.15,-0.8,-0.06,-3.11,NA,-0.4,-0.593333333333333
"11861","PELI1",-0.86,-1.53,-3.66,-0.46,-0.67,-3.19,-2.55,-2.32,-1.51,-2,-1.875
"11862","PELI2",-1.26,-1.53,-2.74,-0.7,-1.64,-2.33,-1.07,-1.74,-1.79,-1.01,-1.581
"11863","PELI3",-0.38,-0.26,-1.23,-0.21,-0.66,-0.64,-0.37,-1.07,-0.26,-0.36,-0.544
"11864","PELO",-1.27,-1.05,-0.85,-1.13,-1.55,-1.83,-1.19,-1.43,-1.72,-1.98,-1.4
"11865","PELP1",-0.46,-1.21,-0.14,-1,-0.39,-0.02,-0.36,-0.89,-0.58,-0.64,-0.569
"11866","PEMT",-4.05,-1.86,-0.72,-1.24,-0.4,-0.7,-0.7,-2.42,-0.64,-1.26,-1.399
"11867","PENK",-0.04,-1.66,-0.05,-0.51,-0.08,-1.02,-0.15,-0.29,NA,NA,-0.475
"11868","PEPD",-1.43,-1.48,-1.39,-1.42,-1.38,-1.98,-0.97,-3.15,-0.59,-1.4,-1.519
"11869","PER1",-2.32,-1.87,-2.64,-1.02,-3.9,-0.68,-1.64,-2.55,-1.54,-3.06,-2.122
"11870","PER2",-0.86,-1.41,-1.69,-0.73,-1.16,-1.19,-0.44,-1.89,-0.71,-1.17,-1.125
"11871","PER3",-0.99,-0.57,-1.71,-0.48,-1.22,-1.2,-0.67,-2.58,-0.32,-0.22,-0.996
"11872","PERM1",0,NA,NA,NA,NA,-0.29,-0.07,-0.09,NA,NA,-0.1125
"11873","PERP",-1.72,-1.53,-1.23,-1.65,-1.07,-1.13,-1.87,-1.71,-0.91,-1.16,-1.398
"11874","PES1",-0.13,-0.74,-1.17,-0.46,-1.95,-0.56,-0.59,-0.79,-0.32,-0.75,-0.746
"11875","PET100",-0.92,-0.82,-0.87,-0.84,NA,-0.46,-0.42,-1.2,-0.359999999999999,-1.42,-0.812222222222222
"11876","PET117",-4.09,-0.34,-1.27,-0.71,NA,-0.72,-0.91,-2.84,-0.34,-1.09,-1.36777777777778
"11877","PEX1",-0.42,-0.84,-1.11,-1.09,-0.71,-0.91,-0.34,-1.16,-0.33,-0.49,-0.74
"11878","PEX10",-4.1,-2.58,-1.39,-1.22,-2.79,-2.11,-1,-1.14,-0.46,-0.54,-1.733
"11879","PEX11A",-0.7,-0.75,-0.85,-1.11,-0.7,-0.21,-0.42,-1.59,-0.36,-1.27,-0.796
"11880","PEX11B",-0.7,-1.5,-1.13,-0.73,NA,-4.57,-0.4,-1.02,-0.39,-0.59,-1.22555555555556
"11881","PEX11G",-0.7,-1.01,-0.84,-1.35,-0.45,-0.55,-0.59,-2.53,-0.35,-0.84,-0.921
"11882","PEX12",-0.58,-0.65,-0.67,-0.83,-0.5,-0.94,-0.26,-2.39,-0.34,-0.55,-0.771
"11883","PEX13",-2.3,-1.5,-0.94,-0.69,-1.86,-1.05,-0.49,-2.7,-1.13,-1.17,-1.383
"11884","PEX14",-1.2,-0.65,-0.0799999999999998,-0.61,-0.31,-0.63,-0.26,-0.4,-0.35,-0.42,-0.491
"11885","PEX16",-0.91,-1.22,-0.17,-0.36,-0.79,-0.42,0.02,-1.09,-0.47,-1.64,-0.705
"11886","PEX19",-0.29,-0.56,-0.44,-0.21,-0.81,-1.2,-0.26,-1.55,-0.01,-1.92,-0.725
"11887","PEX2",-2.53,-1.99,-1.12,-1.03,-0.7,-0.74,-0.21,-0.24,-0.54,-0.59,-0.969
"11888","PEX26",-0.95,-0.75,-0.98,-0.55,-2.12,-0.67,-1.12,-0.65,-0.72,-0.99,-0.95
"11889","PEX3",-1.35,-2.45,-1.04,-0.71,-0.48,-0.64,-0.63,-0.81,-0.1,-1.3,-0.951
"11890","PEX5",-1.77,-0.6,-1.01,-1.49,-0.65,-0.63,-0.66,-1.11,-1.04,-2.33,-1.129
"11891","PEX5L",-0.07,-0.19,NA,-0.48,-0.19,-0.46,-0.09,-0.09,NA,NA,-0.224285714285714
"11892","PEX6",-0.35,-1.49,-1.03,-0.82,-0.94,-1.3,-0.99,-1.19,-0.45,-1.18,-0.974
"11893","PEX7",-1.36,-0.99,-0.47,-1.28,-0.58,-0.64,-0.4,-2.83,-0.33,-0.3,-0.918
"11894","PF4",-1.15,NA,NA,-0.37,-0.4,-0.15,NA,-6.69,-0.14,-0.79,-1.38428571428571
"11895","PF4V1",-0.22,0,NA,-0.11,-0.11,-0.16,NA,NA,NA,-2.59,-0.531666666666667
"11896","PFAS",-0.42,-0.99,-1.98,-0.78,-1.35,-0.41,-0.26,-1.18,-0.21,-4.22,-1.18
"11897","PFDN1",-1.25,-0.59,-0.4,-0.52,-0.98,-1.17,-0.3,-1.93,-0.0699999999999998,-0.76,-0.797
"11898","PFDN2",-1.84,-0.379999999999999,-0.21,-0.7,-0.63,-1.8,-0.69,-1.92,-0.18,-0.81,-0.916
"11899","PFDN4",-0.27,-1.14,-1.02,-1.3,-0.27,-0.4,-0.5,-1.63,-0.0700000000000003,-0.79,-0.739
"11900","PFDN5",-1.07,-2.59,-1.04,-0.82,-0.73,-0.91,-0.79,-0.37,-1.25,-1.16,-1.073
"11901","PFDN6",-2.39,-1.75,-0.72,-1.33,-1.01,-1.23,-0.26,-0.35,-0.95,-1.94,-1.193
"11902","PFKFB1",0,-0.21,NA,-1,-0.51,-0.26,-0.25,-0.45,NA,NA,-0.382857142857143
"11903","PFKFB2",-1.76,-2.65,-2.07,-2.26,-1.42,-2.45,-1.27,-1.54,-0.65,-1.45,-1.752
"11904","PFKFB3",-1.98,-0.61,-2.19,-1.34,-1.89,-1.22,-0.79,-1.16,-2.32,-1.38,-1.488
"11905","PFKFB4",-0.92,-1.14,-3.58,-1.53,-1.33,-1.6,-0.68,-1.34,-0.37,-1.27,-1.376
"11906","PFKL",-0.89,-1.42,-0.65,-0.47,-0.93,-1.09,-0.92,-1.35,-1.11,-0.79,-0.962
